,GEOID,year,name,parent-location,population,poverty-rate,renter-occupied-households,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed,MTFCC,OID,STATE,COUNTY,TRACT,BLKGRP,BLOCK,BASENAME,NAME,LSADC,FUNCSTAT,POP100,HU100,AREALAND,AREAWATER,UR,CENTLAT,CENTLON,INTPTLAT,INTPTLON,OBJECTID,PUD_NAME,PUD_WEB_URL,PUD_CHANGE_NARRATIVE,PUD_ZONING,PUD_STATUS,PUD_CASE_NUMBER,SHAPEAREA,SHAPELEN,GLOBALID,WARD
15,11001007504,2016,75.04,"District of Columbia, District of Columbia",2780.0,48.31,834.0,80.23,856.0,17159.0,264400.0,50.0,0.5,99.46,0.0,0.04,0.0,0.0,0.0,0.0,227.0,41.0,4.92,27.22,1,0,0,G5040,210404000000000.0,11.0,1.0,7504.0,1.0,1000.0,1000.0,Block 1000,BK,S,197.0,136.0,20661.0,,U,38.8650542,-76.9785668,38.8650542,-76.9785668,,,,,,,,,,,
16,11001007601,2016,76.01,"District of Columbia, District of Columbia",4182.0,28.26,1217.0,57.66,912.0,35438.0,229500.0,38.5,2.25,94.64,2.1,0.6,0.0,0.41,0.0,0.0,241.0,46.0,3.78,19.8,1,0,0,G5040,210404000000000.0,11.0,1.0,7601.0,1.0,1000.0,1000.0,Block 1000,BK,S,54.0,28.0,13451.0,,U,38.87408370000001,-76.9737573,38.87408370000001,-76.9737573,66388.0,Anacostia Gateway Government Center,https://app.dcoz.dc.gov/Content/Search/ViewCaseReport.aspx?case_id=05-03A,"Official Digital Zoning Map of July 1, 2010",C-3-A,Final,05-03A,0.0,0.0,{AC03335C-FFC6-4B5F-88CF-495168E946E5},Ward 8
17,11001009700,2016,97.0,"District of Columbia, District of Columbia",3371.0,35.43,771.0,63.86,920.0,32404.0,231400.0,37.7,0.27,98.52,0.42,0.0,0.0,0.0,0.0,0.8,178.0,32.0,4.15,23.09,1,0,0,G5040,210404000000000.0,11.0,1.0,9700.0,1.0,1000.0,1000.0,Block 1000,BK,S,,,,3284.0,U,38.8381441,-76.9911375,38.8384939,-76.9893284,66316.0,Walter Washington Estates,https://app.dcoz.dc.gov/Content/Search/ViewCaseReport.aspx?case_id=00-16,"Official Digital Zoning Map of July 1, 2010",R-5-A,Final,00-16,0.0,0.0,{71996383-56AF-40F2-BB33-C8DDC66F50AA},Ward 8
18,11001009700,2016,97.0,"District of Columbia, District of Columbia",3371.0,35.43,771.0,63.86,920.0,32404.0,231400.0,37.7,0.27,98.52,0.42,0.0,0.0,0.0,0.0,0.8,178.0,32.0,4.15,23.09,1,0,0,G5040,210404000000000.0,11.0,1.0,9700.0,1.0,1000.0,1000.0,Block 1000,BK,S,,,,3284.0,U,38.8381441,-76.9911375,38.8384939,-76.9893284,66195.0,Valley Green/Skytower,https://app.dcoz.dc.gov/Content/Search/ViewCaseReport.aspx?case_id=98-3,"Official Digital Zoning Map of July 1, 2010",None,Final,98-3,0.0,0.0,{2CB1D2B3-660E-459A-9B36-6E54147316EC},Ward 8
19,11001009700,2016,97.0,"District of Columbia, District of Columbia",3371.0,35.43,771.0,63.86,920.0,32404.0,231400.0,37.7,0.27,98.52,0.42,0.0,0.0,0.0,0.0,0.8,178.0,32.0,4.15,23.09,1,0,0,G5040,210404000000000.0,11.0,1.0,9700.0,1.0,1000.0,1000.0,Block 1000,BK,S,,,,3284.0,U,38.8381441,-76.9911375,38.8384939,-76.9893284,66490.0,WBG Wheeler Road LLC,https://app.dcoz.dc.gov/Content/Search/ViewCaseReport.aspx?case_id=13-18B,"Order Published DC Register April 17, 2015, DC Register 2/2/18",C-2-B,Final,13-18B,0.0,0.0,{9588AFBE-DC58-4670-9340-A1D2FD56723D},Ward 8
20,11001009801,2016,98.01,"District of Columbia, District of Columbia",2159.0,38.86,492.0,80.02,792.0,24531.0,187500.0,33.9,1.02,90.97,2.5,0.19,0.0,0.0,5.33,0.0,279.0,40.0,8.13,56.71,1,0,0,G5040,210404000000000.0,11.0,1.0,9801.0,1.0,1000.0,1000.0,Block 1000,BK,S,,,,5609.0,U,38.8360971,-76.99699059999998,38.8374579,-76.99505040000003,66302.0,Highlands Addition,https://app.dcoz.dc.gov/Content/Search/ViewCaseReport.aspx?case_id=06-45A,"Official Digital Zoning Map of July 1, 2010",R-5-B,Final,06-45A,0.0,0.0,{A9835295-EEAA-48B3-99CA-A1E277AA0868},Ward 8
21,11001009802,2016,98.02,"District of Columbia, District of Columbia",1646.0,49.48,474.0,70.36,766.0,26932.0,191200.0,35.9,0.18,99.39,0.43,0.0,0.0,0.0,0.0,0.0,108.0,31.0,6.54,22.78,1,0,0,G5040,210404000000000.0,11.0,1.0,9802.0,1.0,1000.0,1000.0,Block 1000,BK,S,358.0,171.0,31991.0,,U,38.83165379999999,-76.99300009999997,38.83165379999999,-76.99300009999997,66368.0,Hazle II LLC,https://app.dcoz.dc.gov/Content/Search/ViewCaseReport.aspx?case_id=10-29,Case # 10-29,R-5-B,Withdrawn,10-29,0.0,0.0,{519DA085-8C63-4E2C-9FFF-49E2B8FC281B},Ward 8
22,11001009803,2016,98.03,"District of Columbia, District of Columbia",2733.0,43.05,1088.0,89.43,889.0,20772.0,270800.0,39.3,0.22,99.27,0.0,0.29,0.0,0.0,0.22,0.0,473.0,72.0,6.62,43.47,1,0,0,G5040,210404000000000.0,11.0,1.0,9803.0,1.0,1000.0,1000.0,Block 1000,BK,S,252.0,97.0,91787.0,,U,38.8392246,-77.0015021,38.8392246,-77.0015021,66502.0,3840 S Capitol LLC and 3848 S Capitol LLC,https://app.dcoz.dc.gov/Content/Search/ViewCaseReport.aspx?case_id=18-14,Setdown 10/22/18,RA-2,Pending,18-14,0.0,0.0,{A5E7924B-40F4-4A23-A6D4-6CBA5D38FBB4},Ward 8
23,11001009804,2016,98.04,"District of Columbia, District of Columbia",2778.0,33.39,636.0,69.29,998.0,35819.0,220800.0,39.0,1.22,88.37,7.52,0.0,0.0,0.0,2.88,0.0,576.0,60.0,9.43,90.57,1,0,0,G5040,210404000000000.0,11.0,1.0,9804.0,1.0,1000.0,1000.0,Block 1000,BK,S,138.0,71.0,15029.0,,U,38.8429045,-76.9946259,38.8429045,-76.9946259,,,,,,,,,,,
24,11001009807,2016,98.07,"District of Columbia, District of Columbia",3043.0,32.16,824.0,56.0,888.0,43657.0,215800.0,33.2,1.91,96.68,0.72,0.0,0.0,0.0,0.69,0.0,383.0,64.0,7.77,46.48,1,0,0,G5040,210404000000000.0,11.0,1.0,9807.0,1.0,1000.0,1000.0,Block 1000,BK,S,,,22521.0,,U,38.8342437,-77.0129283,38.8342437,-77.0129283,66478.0,Covenant Baptist Church,https://app.dcoz.dc.gov/Content/Search/ViewCaseReport.aspx?case_id=12-21A,"Case # 12-21, Approved DC Register 4/18/14, Time Extension 7/7/16",R-5-A,Final,12-21A,0.0,0.0,{432E7201-DD64-48C8-A7F7-5B34F6324775},Ward 8
25,11001009810,2016,98.1,"District of Columbia, District of Columbia",2676.0,39.74,1083.0,89.14,942.0,29840.0,68900.0,38.0,0.0,97.35,0.34,0.0,0.0,0.0,1.35,0.97,452.0,70.0,6.46,41.74,1,0,0,G5040,210404000000000.0,11.0,1.0,9810.0,1.0,1000.0,1000.0,Block 1000,BK,S,1256.0,517.0,93807.0,,U,38.8274604,-77.0026787,38.8274604,-77.0026787,,,,,,,,,,,
26,11001009811,2016,98.11,"District of Columbia, District of Columbia",5018.0,32.4,1562.0,88.42,851.0,28681.0,207900.0,34.0,0.0,99.3,0.2,0.0,0.0,0.0,0.16,0.34,633.0,154.0,9.86,40.52,1,0,0,G5040,210404000000000.0,11.0,1.0,9811.0,1.0,1000.0,1000.0,Block 1000,BK,S,673.0,302.0,65894.0,,U,38.8286936,-77.0013792,38.8286936,-77.0013792,,,,,,,,,,,
27,11001010400,2016,104.0,"District of Columbia, District of Columbia",4474.0,26.32,1109.0,68.99,905.0,35417.0,251800.0,34.1,7.04,89.32,2.84,0.0,0.0,0.0,0.8,0.0,351.0,76.0,6.85,31.65,1,0,0,,,,,,,,,,,,,,,,,,,,,66400.0,Unified Communications Center,https://app.dcoz.dc.gov/Content/Search/ViewCaseReport.aspx?case_id=01-36,"Official Digital Zoning Map of July 1, 2010",C-2-B,Final,01-36,0.0,0.0,{EE1F043B-4FF7-45C9-AA10-E8FBEADAFFF4},Ward 8
28,11001010400,2016,104.0,"District of Columbia, District of Columbia",4474.0,26.32,1109.0,68.99,905.0,35417.0,251800.0,34.1,7.04,89.32,2.84,0.0,0.0,0.0,0.8,0.0,351.0,76.0,6.85,31.65,1,0,0,,,,,,,,,,,,,,,,,,,,,66377.0,St. Elizabeths Hospital,https://app.dcoz.dc.gov/Content/Search/ViewCaseReport.aspx?case_id=04-08B,Case No. 04-08,SP-1,Final,04-08B,0.0,0.0,{37992335-FC97-4B2A-810B-A6133CD30F23},Ward 8
29,11001010900,2016,109.0,"District of Columbia, District of Columbia",4275.0,39.42,1087.0,98.04,1035.0,33698.0,,41.6,1.45,95.98,1.52,0.0,0.16,0.0,0.65,0.23,729.0,122.0,11.22,67.07,1,0,0,,,,,,,,,,,,,,,,,,,,,66331.0,5000 Overlook Avenue S.W,https://app.dcoz.dc.gov/Content/Search/ViewCaseReport.aspx?case_id=04-19A,"Official Digital Zoning Map of July 1, 2010",None,Final,04-19A,0.0,0.0,{06A33B67-C06D-407B-883C-C4FE479E9AB1},Ward 8
